deputado_id,event_date,old_bloc,new_bloc,n_pre,n_post,sim_old_pre,sim_old_post,delta_sim_old,conf_old_pre,conf_old_post,delta_conf,left_vocab_pre,left_vocab_post,right_vocab_pre,right_vocab_post,delta_left_vocab,delta_right_vocab,group,vocab_shift
178828,2016-03-01 18:33:00+00:00,Center,Center,69,59,0.80616033,0.8561569,-0.049996555,0.2780969595328685,0.3235170120337082,-0.04542005250083969,0.0023295473951234053,0.002172177714145273,0.00945830505143214,0.007424818974556889,-0.00015736968097813248,-0.002033486076875251,control,-0.0018761163958971186
160603,2013-10-04 15:15:00+00:00,Left,Left,686,556,0.8517916,0.8546837,-0.002892077,0.6421787580653678,0.6671717493536704,-0.02499299128830257,0.011044977611327667,0.013983627526148235,0.010632324345536534,0.007854854658014818,0.002938649914820568,-0.002777469687521716,control,-0.005716119602342284
160603,2013-10-01 16:13:00+00:00,Left,Left,672,570,0.8523688,0.85393226,-0.0015634894,0.639290702284519,0.6699627521724322,-0.030672049887913166,0.01079571682581619,0.014205315506948629,0.010581229285801998,0.007983311597956766,0.0034095986811324384,-0.002597917687845232,control,-0.0060075163689776705
160603,2013-10-07 13:49:00+00:00,Left,Left,686,556,0.8517916,0.8546837,-0.002892077,0.6421787580653678,0.6671717493536704,-0.02499299128830257,0.011044977611327667,0.013983627526148235,0.010632324345536534,0.007854854658014818,0.002938649914820568,-0.002777469687521716,control,-0.005716119602342284
160603,2013-10-02 11:12:00+00:00,Left,Left,678,564,0.8518223,0.85460573,-0.0027834177,0.6400592157555334,0.6693651992752331,-0.029305983519699708,0.010829394137561087,0.014201103405395004,0.010624792530785982,0.00790330559400958,0.003371709267833917,-0.0027214869367764016,control,-0.006093196204610319
160603,2013-10-01 16:18:00+00:00,Left,Left,672,570,0.8523688,0.85393226,-0.0015634894,0.639290702284519,0.6699627521724322,-0.030672049887913166,0.01079571682581619,0.014205315506948629,0.010581229285801998,0.007983311597956766,0.0034095986811324384,-0.002597917687845232,control,-0.0060075163689776705
141419,2011-11-09 00:00:00+00:00,Left,Left,25,13,0.8723273,0.8406356,0.03169173,0.6923242178148773,0.7851208442872935,-0.09279662647241615,0.012061000556262025,0.00940666881687886,0.0020665706897685927,0.00048303345006641714,-0.002654331739383165,-0.0015835372397021755,control,0.0010707944996809896
74158,2007-01-15 11:06:00+00:00,Left,Left,24,27,0.8556288,0.84501046,0.010618329,0.42848778381247876,0.46328069195293886,-0.0347929081404601,0.0016114346218362556,0.006109943500137795,0.0026234403329710647,0.01072164377033257,0.00449850887830154,0.008098203437361505,control,0.0035996945590599646
74158,2005-09-28 20:00:00+00:00,Left,Left,30,22,0.8823308,0.8634399,0.018890858,0.35394240971763613,0.3531711386567721,0.0007712710608640538,0.000912617845772925,0.001446003160961855,0.005808919004827168,0.010405419284511663,0.0005333853151889299,0.004596500279684495,control,0.0040631149644955655
74544,2005-02-18 17:18:00+00:00,Center,Center,18,11,0.898528,0.88490635,0.013621628,0.3793719928469679,0.5814731938665231,-0.2021012010195552,0.002379775105460612,0.0005078720162519046,0.007008507879571633,0.018919871045660293,-0.0018719030892087071,0.01191136316608866,control,0.013783266255297367
74544,2005-01-27 11:23:00+00:00,Center,Center,20,11,0.89659166,0.88490635,0.011685312,0.3667554426560827,0.5814731938665231,-0.2147177512104404,0.002621311208448783,0.0005078720162519046,0.007284659470678706,0.018919871045660293,-0.002113439192196878,0.011635211574981586,control,0.013748650767178464
178856,2016-03-17 13:12:00+00:00,Center,Center,28,27,0.8651801,0.8631436,0.0020364523,0.422331614757506,0.30431253164053707,0.11801908311696896,0.011548565596434223,0.028006891136292667,0.006671191688103977,0.005895808314748098,0.016458325539858445,-0.0007753833733558793,control,-0.017233708913214324
178856,2017-11-08 10:06:00+00:00,Center,Center,36,14,0.83686423,0.8555665,-0.018702269,0.3805873245358938,0.20646473848703137,0.1741225860488624,0.012239203721134361,0.027029954842013617,0.012627905263401414,0.010683631239355737,0.014790751120879256,-0.0019442740240456762,control,-0.016735025144924934
178856,2017-10-31 17:23:00+00:00,Center,Center,36,14,0.83686423,0.8555665,-0.018702269,0.3805873245358938,0.20646473848703137,0.1741225860488624,0.012239203721134361,0.027029954842013617,0.012627905263401414,0.010683631239355737,0.014790751120879256,-0.0019442740240456762,control,-0.016735025144924934
178856,2016-03-22 17:08:00+00:00,Center,Center,29,26,0.86591804,0.86224216,0.003675878,0.4101087196662435,0.3134065652762926,0.09670215438995089,0.013288804847452665,0.026698867569382036,0.006441150595410737,0.00612257017300764,0.01341006272192937,-0.0003185804224030966,control,-0.013728643144332468
178856,2016-03-22 12:23:00+00:00,Center,Center,28,27,0.8651801,0.8631436,0.0020364523,0.422331614757506,0.30431253164053707,0.11801908311696896,0.011548565596434223,0.028006891136292667,0.006671191688103977,0.005895808314748098,0.016458325539858445,-0.0007753833733558793,control,-0.017233708913214324
74017,2005-10-27 14:54:00+00:00,Center,Center,63,47,0.9075648,0.9117117,-0.004146874,0.4366764627865756,0.45363387625837537,-0.016957413471799743,0.0021056756503415233,0.007313467856224273,0.011773264983892624,0.012246439077746899,0.005207792205882749,0.00047317409385427486,control,-0.0047346181120284745
74017,2011-10-26 12:05:00+00:00,Center,Center,26,196,0.8562834,0.86736834,-0.011084914,0.3365994042530428,0.3198566427611887,0.016742761491854108,0.0012740835618415354,0.002042072778264491,0.036690971424341974,0.022530121215132513,0.0007679892164229555,-0.014160850209209461,control,-0.014928839425632418
74017,2011-10-26 12:04:00+00:00,Center,Center,26,196,0.8562834,0.86736834,-0.011084914,0.3365994042530428,0.3198566427611887,0.016742761491854108,0.0012740835618415354,0.002042072778264491,0.036690971424341974,0.022530121215132513,0.0007679892164229555,-0.014160850209209461,control,-0.014928839425632418
74166,2005-02-02 16:00:00+00:00,Left,Left,50,47,0.8630075,0.85867894,0.004328549,0.7281770108865985,0.7411773480118213,-0.01300033712522286,0.01579706500861637,0.021028704890919115,0.00563274312652065,0.008706633491182302,0.0052316398823027445,0.0030738903646616517,control,-0.002157749517641093
74700,2005-02-22 13:02:00+00:00,Right,Right,24,19,0.8501897,0.8798488,-0.029659092,0.26358123896095437,0.25749712270721825,0.006084116253736116,0.0037798979659444776,0.0026982990101553587,0.007907922750634568,0.002823848715088867,-0.0010815989557891189,-0.005084074035545701,control,-0.004002475079756582
74700,2004-05-19 09:36:00+00:00,Right,Right,32,19,0.8269064,0.8782997,-0.05139333,0.24591223661668607,0.21991555701105767,0.025996679605628403,0.0028389141064368573,0.004424900808243023,0.0038470983027667186,0.00944759231349264,0.0015859867018061654,0.005600494010725921,control,0.004014507308919756
74700,2005-11-23 11:36:00+00:00,Right,Right,18,28,0.8889477,0.80067414,0.088273585,0.2247842572697573,0.31910272384222205,-0.09431846657246476,0.000858366895682058,0.0039034418598885147,0.0059181720975667465,0.019662437343358395,0.003045074964206457,0.01374426524579165,control,0.010699190281585193
160568,2013-10-02 16:55:00+00:00,Left,Left,15,25,0.89752465,0.863912,0.03361267,0.5962914063129002,0.6083991364608025,-0.01210773014790223,0.008477982437364489,0.006659810503429454,0.028318280421826592,0.007551193528398391,-0.0018181719339350347,-0.0207670868934282,control,-0.018948914959493166
160568,2013-08-20 12:22:00+00:00,Left,Left,14,26,0.89573586,0.86616796,0.029567897,0.581795065367584,0.6157391765795149,-0.03394411121193097,0.00908355261146195,0.006403663945605245,0.030341014737671347,0.007260763008075375,-0.0026798886658567058,-0.02308025172959597,control,-0.020400363063739265
160568,2013-10-04 11:23:00+00:00,Left,Left,15,25,0.89752465,0.863912,0.03361267,0.5962914063129002,0.6083991364608025,-0.01210773014790223,0.008477982437364489,0.006659810503429454,0.028318280421826592,0.007551193528398391,-0.0018181719339350347,-0.0207670868934282,control,-0.018948914959493166
160568,2013-10-08 19:52:00+00:00,Left,Left,15,25,0.89752465,0.863912,0.03361267,0.5962914063129002,0.6083991364608025,-0.01210773014790223,0.008477982437364489,0.006659810503429454,0.028318280421826592,0.007551193528398391,-0.0018181719339350347,-0.0207670868934282,control,-0.018948914959493166
160568,2013-10-02 17:08:00+00:00,Left,Left,15,25,0.89752465,0.863912,0.03361267,0.5962914063129002,0.6083991364608025,-0.01210773014790223,0.008477982437364489,0.006659810503429454,0.028318280421826592,0.007551193528398391,-0.0018181719339350347,-0.0207670868934282,control,-0.018948914959493166
160535,2016-03-21 18:37:00+00:00,Left,Left,127,112,0.8587992,0.85772145,0.0010777712,0.6684556121672807,0.7419172292323477,-0.07346161706506704,0.029682189666076542,0.03410588819804936,0.0035379448681459222,0.002571078807078101,0.00442369853197282,-0.0009668660610678212,control,-0.005390564593040641
160535,2005-10-05 10:34:00+00:00,Left,Left,59,57,0.8545473,0.8806934,-0.026146054,0.3869379517988534,0.45866508479578666,-0.07172713299693328,0.004069174584988475,0.001943771936835128,0.005763621783564369,0.007026099971424832,-0.002125402648153347,0.0012624781878604633,control,0.0033878808360138105
160535,2018-03-09 11:55:00+00:00,Left,Left,146,105,0.8518054,0.85411304,-0.0023076534,0.7619530048274316,0.6457017149316391,0.11625128989579248,0.02659742851997726,0.03629068696888054,0.003935429740305649,0.0038885081166840207,0.009693258448903282,-4.692162362162841e-05,control,-0.00974018007252491
160535,2005-08-10 12:09:00+00:00,Left,Left,50,67,0.85066897,0.88072497,-0.030056,0.37467153332219644,0.44662873129603536,-0.07195719797383893,0.0029404318278130194,0.00306707542963532,0.0059242729219802425,0.006643529279961102,0.00012664360182230083,0.0007192563579808591,control,0.0005926127561585583
160535,2009-05-13 17:47:00+00:00,Left,Left,37,50,0.8717054,0.84570193,0.02600348,0.4997669862126221,0.3055457968555111,0.19422118935711102,0.006350405714342954,0.001955341119814355,0.0038824324409429257,0.004943136451353509,-0.004395064594528599,0.0010607040104105834,control,0.005455768604939182
74057,2013-10-02 15:45:00+00:00,Left,Left,114,64,0.8642586,0.86669296,-0.002434373,0.7830478941397434,0.7548890161311048,0.028158878008638588,0.03181677783386677,0.02819362082109115,0.004639482875501451,0.006005934231296368,-0.0036231570127756227,0.0013664513557949164,control,0.004989608368570539
74057,2019-04-05 00:00:00+00:00,Left,Left,153,180,0.86077315,0.86025906,0.00051409006,0.8172309606098975,0.8128024241822593,0.0044285364276381856,0.028310226362458033,0.02768292544799276,0.007744039446601223,0.008119941732121834,-0.0006273009144652716,0.00037590228552061063,control,0.0010032031999858823
74057,2021-06-29 18:01:00+00:00,Left,Left,347,286,0.887822,0.8679729,0.019849062,0.8159792083616205,0.8200017089727089,-0.004022500611088331,0.02237358741867723,0.03343851706107252,0.006356759851095739,0.008586486385782218,0.011064929642395294,0.0022297265346864787,control,-0.008835203107708816
74057,2013-10-01 16:13:00+00:00,Left,Left,114,64,0.8642586,0.86669296,-0.002434373,0.7830478941397434,0.7548890161311048,0.028158878008638588,0.03181677783386677,0.02819362082109115,0.004639482875501451,0.006005934231296368,-0.0036231570127756227,0.0013664513557949164,control,0.004989608368570539
74057,2007-04-23 00:00:00+00:00,Left,Left,22,39,0.8846592,0.8878587,-0.0031995177,0.8122638063887636,0.7223416846908676,0.08992212169789604,0.022921705565282172,0.023014186820540298,0.0008393330429361454,0.003657764599393746,9.248125525812556e-05,0.0028184315564576006,control,0.002725950301199475
74065,2013-10-02 15:43:00+00:00,Center,Center,13,10,0.8643868,0.8957893,-0.03140253,0.4047525381809364,0.3667151032519972,0.03803743492893924,0.000591715976331361,0.0170110955431391,0.008179603202227638,0.012184208980174038,0.016419379566807737,0.0040046057779464,control,-0.012414773788861338
62926,2005-03-09 00:00:00+00:00,Right,Right,12,16,0.8885377,0.8766695,0.011868179,0.3604495469430404,0.2817164385531348,0.0787331083899056,0.00491225814019656,0.005595280811799392,0.02131697793026105,0.02904305841088316,0.0006830226716028317,0.007726080480622111,control,0.00704305780901928
62926,2005-02-14 10:06:00+00:00,Right,Right,12,17,0.88940406,0.8751286,0.014275432,0.3390517791721324,0.3114192720424309,0.0276325071297015,0.0015068853448525095,0.007999236207629656,0.019400416458445664,0.02965215937665646,0.006492350862777147,0.010251742918210797,control,0.00375939205543365
62926,2005-05-25 12:59:00+00:00,Right,Right,13,17,0.8822591,0.8707806,0.011478484,0.40065576537891595,0.22469842769896714,0.1759573376799488,0.0054525131053525695,0.007482606171585308,0.025846288003718645,0.020897194539093413,0.0020300930662327382,-0.004949093464625232,control,-0.0069791865308579705
73904,2005-02-15 00:00:00+00:00,Center,Center,12,40,0.8808039,0.87382334,0.0069805384,0.605798248123924,0.4429362640853457,0.16286198403857832,0.0,0.008109717315591822,0.005404040404040404,0.004305985120430329,,-0.0010980552836100752,control,-0.0010980552836100752
73904,2007-01-25 00:00:00+00:00,Center,Center,20,38,0.8324558,0.82198215,0.010473669,0.48169367123593865,0.40615477940310907,0.07553889183282958,0.003965129358830146,0.009848313514605859,0.0029694583631591507,0.008961194558349893,0.005883184155775713,0.005991736195190742,control,0.00010855203941502901
73904,2004-10-29 17:49:00+00:00,Center,Center,13,27,0.8694312,0.8853716,-0.015940428,0.5904435204151057,0.45921608236396316,0.13122743805114256,0.0,0.005782326210782268,0.002497614242580686,0.00520228790842173,,0.002704673665841044,control,0.002704673665841044
141464,2013-10-01 17:41:00+00:00,Left,Left,130,91,0.8703024,0.87228477,-0.0019823909,0.6087907931300394,0.6069379383932292,0.0018528547368101833,0.008034820729767366,0.009553043107743296,0.009642671085435633,0.0046976139038611454,0.0015182223779759297,-0.004945057181574487,control,-0.006463279559550417
141464,2013-10-08 19:11:00+00:00,Left,Left,131,88,0.8703905,0.87143457,-0.0010440946,0.6022852977725647,0.6114836775104994,-0.009198379737934692,0.007921201372528738,0.009878715031870907,0.009564487985023962,0.00478673710512914,0.0019575136593421687,-0.004777750879894822,control,-0.0067352645392369905
141464,2014-04-24 00:00:00+00:00,Left,Left,140,57,0.8676588,0.87071455,-0.0030557513,0.5973157984418382,0.5540579630086507,0.04325783543318751,0.008940796522551166,0.007787122480130136,0.005444129472281975,0.008377996017705815,-0.0011536740424210306,0.00293386654542384,control,0.004087540587844871
141464,2013-08-06 17:27:00+00:00,Left,Left,99,122,0.87488663,0.8669313,0.007955313,0.6247593124767511,0.5941290517217251,0.03063026075502595,0.009235140971328715,0.008362822267912037,0.009461358065547413,0.006686755977847328,-0.0008723187034166777,-0.0027746020877000843,control,-0.0019022833842834066
141464,2018-12-11 10:29:00+00:00,Left,Left,34,30,0.8626354,0.85146385,0.01117152,0.6925831195624649,0.6142647853738082,0.07831833418865664,0.01884348864754353,0.00828944834118746,0.004202021212305794,0.006091071451837751,-0.010554040306356071,0.0018890502395319574,control,0.01244309054588803
167493,2016-03-18 10:07:00+00:00,Left,Left,93,119,0.8394689,0.88096416,-0.041495264,0.6391693622295442,0.6725986732701867,-0.033429311040642506,0.007317890638518621,0.005503104979598005,0.010555438189936978,0.005926960257053195,-0.0018147856589206162,-0.004628477932883783,control,-0.002813692273963167
167493,2016-03-22 17:08:00+00:00,Left,Left,91,120,0.83823586,0.88127804,-0.043042183,0.63780165493364,0.6690407063637303,-0.031239051430090203,0.007397921848414959,0.005566178233308327,0.010264139604891115,0.005932035152514571,-0.0018317436151066317,-0.004332104452376544,control,-0.0025003608372699123
167493,2016-03-16 17:30:00+00:00,Left,Left,90,122,0.8434421,0.87701267,-0.033570588,0.6327583080348868,0.6765061072406559,-0.0437477992057691,0.0074295451941941105,0.005465362741614136,0.010907286129601543,0.005781215332699428,-0.0019641824525799744,-0.005126070796902115,control,-0.003161888344322141
167493,2016-02-23 16:59:00+00:00,Left,Left,83,128,0.8385868,0.88039154,-0.04180473,0.6267027915204951,0.6787564859695286,-0.052053694449033516,0.007375518596135803,0.005838504781736453,0.011322988530074544,0.005865712067024368,-0.0015370138143993503,-0.005457276463050176,control,-0.003920262648650826
167493,2016-03-22 12:23:00+00:00,Left,Left,91,120,0.83823586,0.88127804,-0.043042183,0.63780165493364,0.6690407063637303,-0.031239051430090203,0.007397921848414959,0.005566178233308327,0.010264139604891115,0.005932035152514571,-0.0018317436151066317,-0.004332104452376544,control,-0.0025003608372699123
178859,2016-03-10 12:31:00+00:00,Left,Left,106,134,0.86969364,0.84907955,0.020614088,0.7009423135742585,0.706921090040802,-0.005978776466543434,0.02331201438746797,0.023825486071104313,0.008311356088339626,0.004325098352026105,0.0005134716836363434,-0.0039862577363135214,control,-0.004499729419949865
178859,2016-03-22 17:08:00+00:00,Left,Left,117,122,0.8694583,0.84704745,0.02241087,0.7004946971910285,0.7073295585631109,-0.006834861372082335,0.0235015842599464,0.02381696694141411,0.008480728024234597,0.003838702833606971,0.0003153826814677081,-0.004642025190627626,control,-0.004957407872095334
178859,2016-03-18 15:05:00+00:00,Left,Left,113,126,0.87040913,0.84690624,0.023502886,0.701695639058449,0.7060355436701993,-0.004339904611750267,0.023801691087603504,0.023537811367992486,0.008610746987652023,0.0038694644042128546,-0.0002638797196110182,-0.004741282583439169,control,-0.004477402863828151
178859,2016-03-28 21:39:00+00:00,Left,Left,126,111,0.8652045,0.8488894,0.016315103,0.7022191325473821,0.7027358772574297,-0.0005167447100475897,0.023667857754884867,0.023878881318229184,0.008473506351388481,0.0034533718333866216,0.0002110235633443168,-0.005020134518001859,control,-0.005231158081346176
178859,2016-03-30 20:03:00+00:00,Left,Left,132,105,0.8650921,0.8480985,0.016993582,0.6967035217066205,0.7096993162978182,-0.012995794591197707,0.02365494285922632,0.02390717567639104,0.0084734723569053,0.0031665497397082307,0.0002522328171647194,-0.005306922617197069,control,-0.005559155434361788
160567,2015-10-01 10:53:00+00:00,Center,Center,13,39,0.8649092,0.81554884,0.049360335,0.23285332231795255,0.27457640781150455,-0.041723085493552,0.021262096294619167,0.0007184107184107183,0.0008674239232837261,0.0064842503182794275,-0.020543685576208448,0.005616826394995701,control,0.02616051197120415
73718,2004-04-13 17:17:00+00:00,Left,Left,27,10,0.8667115,0.869915,-0.0032035112,0.5864626136843158,0.4775134309490124,0.10894918273530346,0.0023169089801323016,0.003625982844520812,0.007240742911974818,0.005805223124284159,0.0013090738643885104,-0.001435519787690659,control,-0.0027445936520791693
160545,2019-08-16 16:25:00+00:00,Right,Right,15,39,0.8381643,0.82643384,0.011730492,0.5030284116468595,0.551029263790399,-0.04800085214353944,0.006050420168067227,0.006476442355936713,0.03608697430207728,0.07183175007933058,0.0004260221878694863,0.0357447757772533,control,0.035318753589383814
160545,2013-10-02 14:11:00+00:00,Right,Right,22,12,0.84384245,0.8097834,0.034059048,0.39265681758867765,0.23344013233591143,0.15921668525276622,0.0013774104683195593,0.007132757662980357,0.03387104006667733,0.051888707939874434,0.005755347194660798,0.018017667873197106,control,0.012262320678536307
178964,2022-04-05 12:29:00+00:00,Center,Center,34,28,0.8978731,0.89942795,-0.0015548468,0.14091000902101733,0.13363003286728817,0.007279976153729162,0.008328392265977667,0.012237201162547296,0.014959006298015038,0.009319763858735782,0.003908808896569629,-0.005639242439279256,control,-0.009548051335848885
178964,2022-04-06 10:35:00+00:00,Center,Center,36,26,0.8970209,0.9007275,-0.003706634,0.14248657351106922,0.1308870992538525,0.011599474257216719,0.008099130510771626,0.012855318123337938,0.014127950392569758,0.010036668770946226,0.004756187612566312,-0.004091281621623533,control,-0.008847469234189845
178964,2019-08-16 16:25:00+00:00,Center,Center,44,43,0.8904224,0.88662696,0.003795445,0.19053250545916126,0.1601836900131265,0.030348815446034766,0.012453433949246202,0.009769258339018323,0.01147831042416802,0.009239902144874084,-0.002684175610227879,-0.002238408279293936,control,0.00044576733093394313
178964,2019-08-16 16:25:00+00:00,Center,Center,44,43,0.8904224,0.88662696,0.003795445,0.19053250545916126,0.1601836900131265,0.030348815446034766,0.012453433949246202,0.009769258339018323,0.01147831042416802,0.009239902144874084,-0.002684175610227879,-0.002238408279293936,control,0.00044576733093394313
178964,2019-05-22 17:05:00+00:00,Center,Center,43,52,0.88991654,0.88575464,0.0041618943,0.17566110282793995,0.17788244671224984,-0.00222134388430989,0.008617874547734739,0.014026037473300387,0.013357595559295858,0.007283114032523533,0.005408162925565648,-0.006074481526772325,control,-0.011482644452337973
141398,2018-04-13 14:30:00+00:00,Left,Left,66,70,0.8458587,0.8468624,-0.0010036826,0.693687520264024,0.677494364994651,0.01619315526937304,0.005441896850737912,0.011912451930402107,0.0035421945138559667,0.004316973931657757,0.006470555079664195,0.0007747794178017903,control,-0.0056957756618624044
141398,2014-04-24 00:00:00+00:00,Left,Left,31,11,0.8732125,0.8760899,-0.0028773546,0.6926291579671731,0.6981851066044193,-0.0055559486372462885,0.008754346810693427,0.013526319326794416,0.002870462218545619,0.0013175230566534915,0.004771972516100989,-0.0015529391618921275,control,-0.006324911677993117
141398,2013-10-08 16:44:00+00:00,Left,Left,31,18,0.8858718,0.86164033,0.024231493,0.6566718137863303,0.6716628319143676,-0.01499101812803727,0.008255408160450346,0.013154068459275282,0.004257422063767867,0.0014949350621325762,0.004898660298824936,-0.002762487001635291,control,-0.007661147300460227
141398,2011-10-26 12:00:00+00:00,Left,Left,29,17,0.86210483,0.8797058,-0.017600954,0.6842652575952475,0.7131884112815909,-0.02892315368634346,0.00525151069023164,0.0056124278390388745,0.002725631741374217,0.0033321124041277455,0.0003609171488072344,0.0006064806627535287,control,0.00024556351394629423
178970,2022-04-01 14:59:00+00:00,Left,Left,122,71,0.9096276,0.9053069,0.0043207407,0.9582469685700735,0.9209316584617362,0.03731531010833733,0.06058976613784543,0.04122034857944315,0.016943929983552306,0.014730254030866327,-0.019369417558402283,-0.0022136759526859787,control,0.017155741605716306
178970,2022-03-15 13:34:00+00:00,Left,Left,124,71,0.9095098,0.9053069,0.0042029023,0.9588647966814295,0.9209316584617362,0.03793313821969335,0.06146704077842911,0.04122034857944315,0.016670640790269208,0.014730254030866327,-0.020246692198985963,-0.0019403867594028814,control,0.01830630543958308
178970,2022-04-05 13:09:00+00:00,Left,Left,120,71,0.909477,0.9053069,0.0041701198,0.9578320646190861,0.9209316584617362,0.03690040615734991,0.060893693494334676,0.04122034857944315,0.01722632881661151,0.014730254030866327,-0.019673344914891526,-0.0024960747857451834,control,0.01717727012914634
178970,2022-02-23 00:00:00+00:00,Left,Left,125,78,0.9104989,0.90535736,0.0051415563,0.9580372534946899,0.9247527724463552,0.0332844810483347,0.06163352966596759,0.04131859989680038,0.016499154312782226,0.01429357588939522,-0.02031492976916721,-0.0022055784233870057,control,0.018109351345780206
178970,2022-02-23 00:00:00+00:00,Left,Left,125,78,0.9104989,0.90535736,0.0051415563,0.9580372534946899,0.9247527724463552,0.0332844810483347,0.06163352966596759,0.04131859989680038,0.016499154312782226,0.01429357588939522,-0.02031492976916721,-0.0022055784233870057,control,0.018109351345780206
160607,2016-03-29 18:06:00+00:00,Left,Left,99,39,0.8466425,0.8488779,-0.0022354126,0.6213652260778758,0.5596263605777209,0.06173886550015495,0.009038785587981884,0.008564847533954157,0.003849599674792975,0.0189388853837871,-0.0004739380540277269,0.015089285708994123,control,0.01556322376302185
160607,2013-10-08 17:07:00+00:00,Left,Left,85,71,0.85705906,0.8494203,0.0076387525,0.6498996727247843,0.646382004830821,0.00351766789396335,0.0092708182335824,0.015673256159042834,0.0075740802076963735,0.005253496127340225,0.006402437925460434,-0.0023205840803561485,control,-0.008723022005816584
160607,2016-03-21 19:11:00+00:00,Left,Left,97,39,0.8462343,0.8477501,-0.0015158057,0.6204033780366798,0.5701789380699085,0.050224439966771284,0.009111863528053562,0.0088466170464929,0.0038156840908813764,0.018864529540200483,-0.0002652464815606631,0.015048845449319106,control,0.01531409193087977
160607,2016-03-18 10:07:00+00:00,Left,Left,98,37,0.8467246,0.8535377,-0.0068130493,0.6184191940100324,0.5746203590853521,0.043798834924680285,0.00901888532878771,0.009324812562519541,0.0037767485389336073,0.011705001976228391,0.00030592723373183174,0.007928253437294783,control,0.007622326203562952
160607,2012-10-16 12:01:00+00:00,Left,Left,36,86,0.8451375,0.85676956,-0.011632085,0.6588455242533554,0.652326402623683,0.006519121629672386,0.025006643719922013,0.009163018021564,0.021611514831604752,0.00748600950760688,-0.01584362569835801,-0.014125505323997872,control,0.0017181203743601384
178909,2016-03-16 13:07:00+00:00,Right,Right,65,24,0.8710194,0.849611,0.021408439,0.3456533695262444,0.4064500804390638,-0.06079671091281935,0.0017065200063765343,0.0006187214611872146,0.01617914404411675,0.01573080667322743,-0.0010877985451893195,-0.00044833737088932277,control,0.0006394611742999968
178909,2016-03-28 21:39:00+00:00,Right,Right,68,20,0.869018,0.85137624,0.017641783,0.34712723788704786,0.4111955635081461,-0.06406832562109827,0.0016312323590363929,0.0007424657534246575,0.016901286183980683,0.013994813125718033,-0.0008887666056117354,-0.0029064730582626496,control,-0.0020177064526509143
178909,2019-04-05 00:00:00+00:00,Right,Right,10,12,0.84909517,0.8759263,-0.02683115,0.497715375131876,0.452164067725678,0.045551307406198005,0.0027966101694915256,0.0,0.04518223108452421,0.034244737790306914,,-0.010937493294217296,control,-0.010937493294217296
178909,2016-03-18 15:05:00+00:00,Right,Right,68,21,0.86962026,0.8510833,0.018536985,0.3423718969905596,0.42576104544692217,-0.08338914845636258,0.0016312323590363929,0.0007071102413568166,0.01635662387461249,0.01509206188339989,-0.0009241221176795762,-0.0012645619912126007,control,-0.00034043987353302445
134812,2019-05-22 17:05:00+00:00,Left,Left,285,299,0.86427563,0.86024296,0.0040326715,0.743337310054966,0.787210430501685,-0.043873120446719094,0.016615701318276558,0.01608238222910412,0.006733511200955189,0.005699395317925446,-0.0005333190891724376,-0.0010341158830297435,control,-0.0005007967938573058
134812,2019-05-22 17:05:00+00:00,Left,Left,285,299,0.86427563,0.86024296,0.0040326715,0.743337310054966,0.787210430501685,-0.043873120446719094,0.016615701318276558,0.01608238222910412,0.006733511200955189,0.005699395317925446,-0.0005333190891724376,-0.0010341158830297435,control,-0.0005007967938573058
134812,2019-05-22 17:05:00+00:00,Left,Left,285,299,0.86427563,0.86024296,0.0040326715,0.743337310054966,0.787210430501685,-0.043873120446719094,0.016615701318276558,0.01608238222910412,0.006733511200955189,0.005699395317925446,-0.0005333190891724376,-0.0010341158830297435,control,-0.0005007967938573058
134812,2019-08-16 16:25:00+00:00,Left,Left,311,267,0.86083275,0.86617696,-0.005344212,0.7613735136739309,0.7862133161235453,-0.024839802449614368,0.018791075467209612,0.01516828529525792,0.0061843535258808095,0.00602364036967373,-0.0036227901719516915,-0.00016071315620707922,control,0.0034620770157446122
134812,2019-05-22 17:05:00+00:00,Left,Left,285,299,0.86427563,0.86024296,0.0040326715,0.743337310054966,0.787210430501685,-0.043873120446719094,0.016615701318276558,0.01608238222910412,0.006733511200955189,0.005699395317925446,-0.0005333190891724376,-0.0010341158830297435,control,-0.0005007967938573058
74570,2016-03-01 18:33:00+00:00,Center,Center,23,21,0.87464947,0.86544454,0.009204924,0.3748372587815158,0.41510784961913944,-0.04027059083762363,0.0026138358511616634,0.003874663075862982,0.005579616226669923,0.011745668501970969,0.0012608272247013187,0.006166052275301046,control,0.004905225050599727
74570,2009-11-03 18:37:00+00:00,Center,Center,21,18,0.8743503,0.86407053,0.010279775,0.32926499270613924,0.2878976814903308,0.041367311215808444,0.0071859733478307234,0.009796542949070937,0.007538805537131346,0.0033777757325711374,0.002610569601240213,-0.0041610298045602085,control,-0.006771599405800422
74277,2016-03-21 18:37:00+00:00,Center,Center,71,52,0.87641555,0.85225594,0.02415961,0.32664249679131957,0.3273926756139596,-0.0007501788226400574,0.005175238273608185,0.01722068841291884,0.008454506751090362,0.0077634841199047035,0.012045450139310654,-0.0006910226311856588,control,-0.012736472770496313
74277,2007-08-21 18:32:00+00:00,Center,Center,40,95,0.8706352,0.82869464,0.04194057,0.4177175494619269,0.33295405166241726,0.08476349779950965,0.003918325073979928,0.0043323173205105075,0.017724287099206676,0.016283099371214405,0.0004139922465305791,-0.0014411877279922707,control,-0.0018551799745228498
