event_id,deputado_id,is_switcher,post,conf
sw_79,160661,1,1,0.25770223681215315
sw_80,160665,1,0,0.27050406897024026
sw_80,160665,1,1,0.20048332666921564
sw_81,160665,1,0,0.37422076448463704
sw_81,160665,1,1,0.4186493481427122
sw_82,160665,1,0,0.23900625827025834
sw_82,160665,1,1,0.2577854075667169
sw_83,160667,1,0,0.20141854257894629
sw_83,160667,1,1,0.2647169117541015
sw_84,160673,1,0,0.5982233948347556
sw_84,160673,1,1,0.5979036201157109
sw_85,160673,1,0,0.3731703537498511
sw_85,160673,1,1,0.39380336007270955
sw_86,160674,1,0,0.2911742510834106
sw_86,160674,1,1,0.15973820393083987
sw_87,160677,1,0,0.31422498754777406
sw_87,160677,1,1,0.3539939041219731
sw_88,160974,1,0,0.13638531000434112
sw_88,160974,1,1,0.18523539979069614
sw_89,161550,1,0,0.44445563891764667
sw_89,161550,1,1,0.3889991582497136
sw_90,161904,1,0,0.265744013382678
sw_90,161904,1,1,0.24224428690720146
sw_91,164360,1,0,0.49985281452653874
sw_91,164360,1,1,0.6074719630746759
sw_92,167722,1,0,0.5851880737649849
sw_92,167722,1,1,0.4407474818840522
sw_93,168175,1,0,0.38065455433937034
sw_93,168175,1,1,0.5490668248684296
sw_94,168175,1,0,0.382582947230859
sw_94,168175,1,1,0.29426426385206167
sw_95,177282,1,0,0.7610139162103158
sw_95,177282,1,1,0.46429101038871295
sw_96,178829,1,0,0.33113403303987454
sw_96,178829,1,1,0.41616297511870215
sw_97,178842,1,0,0.31306391149701235
sw_97,178842,1,1,0.29079899030747597
sw_98,178843,1,0,0.30472654858323267
sw_98,178843,1,1,0.27004540328124654
sw_99,178852,1,0,0.6070268403738261
sw_99,178852,1,1,0.20238802723657712
sw_100,178861,1,0,0.3436357797512922
sw_100,178861,1,1,0.3936238290404148
sw_101,178868,1,0,0.7564875711256716
sw_101,178868,1,1,0.7345034964950914
sw_102,178868,1,0,0.22996710663336026
sw_102,178868,1,1,0.1981187366220754
sw_103,178869,1,0,0.3077066798133335
sw_103,178869,1,1,0.31647719190285706
sw_104,178870,1,0,0.461180217043112
sw_104,178870,1,1,0.2478671519093548
sw_105,178871,1,0,0.5497209123972719
sw_105,178871,1,1,0.6271016978157002
sw_106,178871,1,0,0.12967904009258738
sw_106,178871,1,1,0.15541767124021993
sw_107,178872,1,0,0.7645553749905118
sw_107,178872,1,1,0.8804795948892942
sw_108,178881,1,0,0.35256436834737725
sw_108,178881,1,1,0.7232035511448841
sw_109,178883,1,0,0.4893637113959084
sw_109,178883,1,1,0.34933014547385693
sw_110,178883,1,0,0.4680136293603883
sw_110,178883,1,1,0.39340465152720366
sw_111,178887,1,0,0.7459316779778101
sw_111,178887,1,1,0.6345671989835452
sw_112,178888,1,0,0.3306980922411462
sw_112,178888,1,1,0.2789121903925624
sw_113,178898,1,0,0.4606412710008166
sw_113,178898,1,1,0.44232270363078946
sw_114,178905,1,0,0.5723665915715448
sw_114,178905,1,1,0.5704394003342436
sw_115,178916,1,0,0.294892024146112
sw_115,178916,1,1,0.299347009588706
sw_116,178916,1,0,0.4841125376150247
sw_116,178916,1,1,0.5657213874066929
sw_117,178927,1,0,0.6353922237010957
sw_117,178927,1,1,0.49149061898185964
sw_118,178927,1,0,0.5744334768790911
sw_118,178927,1,1,0.5442390224824243
sw_119,178927,1,0,0.51319236968518
sw_119,178927,1,1,0.520889405350368
sw_120,178929,1,0,0.2838040859875287
sw_120,178929,1,1,0.4547640625874184
sw_121,178938,1,0,0.43349729666187986
sw_121,178938,1,1,0.2731366465431971
sw_122,178945,1,0,0.4915865654189139
sw_122,178945,1,1,0.2923481801090488
sw_123,178946,1,0,0.2626018498960464
sw_123,178946,1,1,0.19555842848863134
sw_124,178946,1,0,0.29830772328143623
sw_124,178946,1,1,0.3539506481237357
sw_125,178947,1,0,0.33188925962174926
sw_125,178947,1,1,0.3696955828093011
